sector,country,year_month,funding_amount_usd,deal_count_24m,market_cagr_pct,competitor_count,job_posting_trend,market_sentiment_score,inflation_rate,internet_penetration_pct
agritech,AE,2010-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2010-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5840286776849025,0.4829309216721293
agritech,AE,2011-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2011-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5841386755976538,0.4829309216721293
agritech,AE,2012-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2012-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.6212964775689153,0.4829309216721293
agritech,AE,2013-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2013-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.5454788460477281,0.4829309216721293
agritech,AE,2014-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2014-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.33036101190538203,0.4829309216721293
agritech,AE,2015-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2015-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.032567195939531696,0.4829309216721293
agritech,AE,2016-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-09,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-10,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-11,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2016-12,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.4562684611262753,0.4829309216721293
agritech,AE,2017-01,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-02,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-03,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-04,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-05,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-06,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-07,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
agritech,AE,2017-08,0.0,0.0,0.0,0.0,0.0,-0.1651291169678102,-0.39591532586635203,0.4829309216721293
