sector,country,year_month,funding_amount_usd,deal_count_24m,market_cagr_pct,competitor_count,job_posting_trend,market_sentiment_score,inflation_rate,internet_penetration_pct
agritech,AE,2010-01,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-02,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-03,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-04,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-05,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-06,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-07,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-08,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-09,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-10,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-11,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2010-12,0.0,0.0,0.0,0.0,0.0,0.0,0.877983288285867,95.2
agritech,AE,2011-01,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-02,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-03,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-04,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-05,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-06,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-07,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-08,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-09,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-10,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-11,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2011-12,0.0,0.0,0.0,0.0,0.0,0.0,0.87734659568512,95.2
agritech,AE,2012-01,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-02,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-03,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-04,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-05,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-06,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-07,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-08,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-09,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-10,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-11,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2012-12,0.0,0.0,0.0,0.0,0.0,0.0,0.662268900269009,95.2
agritech,AE,2013-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-02,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-03,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-09,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-11,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2013-12,0.0,0.0,0.0,0.0,0.0,0.0,1.1011183637571,95.2
agritech,AE,2014-01,0.0,0.0,0.0,0.0,0.0,0.0,2.34626865671643,95.2
agritech,AE,2014-02,0.0,0.0,0.0,0.0,0.0,0.0,2.34626865671643,95.2
agritech,AE,2014-03,0.0,0.0,0.0,0.0,0.0,0.0,2.34626865671643,95.2
agritech,AE,2014-04,0.0,0.0,0.0,0.0,0.0,0.0,2.34626865671643,95.2
